Province/Region,Service Area,Matched Region (CN),分类,month,hour,TOU_raw,TOU_final,hourly_price_abs,price_basis_note
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,2,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,3,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,4,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,5,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,6,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,7,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,8,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,9,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,10,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,11,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,12,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,13,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,14,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,15,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,16,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,17,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,18,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,19,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,20,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,21,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,22,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,10,23,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,0,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,1,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,2,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,3,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,4,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,5,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,6,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,7,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,8,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,9,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,10,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,11,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,12,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,13,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,14,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,15,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,16,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,17,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,18,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,19,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,20,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,21,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,22,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,11,23,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,0,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,1,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,2,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,3,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,4,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,5,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,6,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,7,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,8,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,9,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,10,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,11,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,12,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,13,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,14,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,15,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,16,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,17,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,18,尖,尖,2.04,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,19,尖,尖,2.04,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,20,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,21,峰,峰,1.7,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,22,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Fanshui Service Area,江苏,执行单一制电价的工业用电,12,23,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,0,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,1,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,2,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,3,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,4,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,5,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,6,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,7,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,8,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,9,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,10,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,11,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,12,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,13,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,14,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,15,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,16,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,17,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,18,尖,尖,2.16,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,19,尖,尖,2.16,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,20,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,21,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,22,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,1,23,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,0,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,1,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,2,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,3,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,4,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,5,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,6,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,7,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,8,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,9,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,10,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,11,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,12,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,13,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,14,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,15,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,16,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,17,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,18,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,19,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,20,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,21,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,22,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,2,23,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,0,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,1,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,2,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,3,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,4,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,5,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,6,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,7,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,8,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,9,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,10,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,11,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,12,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,13,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,14,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,15,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,16,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,17,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,18,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,19,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,20,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,21,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,22,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,5,23,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,0,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,1,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,2,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,3,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,4,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,5,谷,谷,0.35,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,6,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,7,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,8,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,9,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,10,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,11,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,12,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,13,深,深,0.28,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,14,平,平,1.0,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,15,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,16,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,17,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,18,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,19,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,20,峰,峰,1.8,normalized_by_flat_price_equal_1
Jiangsu,Guangling Service Area,江苏,315千伏安及以上的工业用电在春节、“五一”国际劳动节、国庆节期间（以执行两部制电价的工业用电为例）,10,21,峰,峰,1.8,normalized_by_flat_price_equal_1
